Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Domestic_Gross,USD_Worldwide_Gross
329,06/14/2002,Windtalkers,"$115,000,000","$40,914,068","$77,628,265"
330,07/04/2008,Astérix aux Jeux Olympiques,"$113,500,000","$999,811","$132,999,811"
331,12/24/2010,Gulliver's Travels,"$112,000,000","$42,779,261","$232,017,848"
332,12/08/2017,Ferdinand,"$111,000,000","$84,410,380","$289,838,913"
333,05/11/2018,Deadpool 2,"$110,000,000","$324,591,735","$786,362,370"
334,10/03/2013,Gravity,"$110,000,000","$274,092,705","$689,742,192"
335,12/22/2006,Night at the Museum,"$110,000,000","$250,863,268","$579,446,407"
336,06/10/2005,Mr. and Mrs. Smith,"$110,000,000","$186,336,279","$486,124,090"
337,05/27/2015,San Andreas,"$110,000,000","$155,190,832","$456,258,539"
338,07/29/2011,The Smurfs,"$110,000,000","$142,614,158","$563,749,323"
339,06/27/2007,Live Free or Die Hard,"$110,000,000","$134,529,403","$382,288,147"
340,03/18/2015,The Divergent Series: Insurgent,"$110,000,000","$130,179,072","$295,075,882"
341,12/10/2004,Ocean's Twelve,"$110,000,000","$125,531,634","$362,989,076"
342,12/19/1997,Tomorrow Never Dies,"$110,000,000","$125,304,276","$339,504,276"
343,06/28/2000,The Patriot,"$110,000,000","$113,330,342","$215,300,000"
344,03/07/2014,300: Rise of an Empire,"$110,000,000","$106,580,051","$330,780,051"
345,12/17/2004,The Aviator,"$110,000,000","$102,608,827","$208,370,892"
346,12/21/2016,Passengers,"$110,000,000","$100,014,699","$302,239,672"
347,01/14/2011,The Green Hornet,"$110,000,000","$98,780,042","$229,155,503"
348,09/21/2016,Miss Peregrine’s Home for Peculiar Children,"$110,000,000","$87,242,834","$295,986,876"
349,10/07/2011,Real Steel,"$110,000,000","$85,463,309","$263,880,341"
350,06/12/2019,Men in Black: International,"$110,000,000","$80,001,807","$253,020,464"
351,06/11/2010,The A-Team,"$110,000,000","$77,222,099","$177,241,171"
352,07/31/2013,The Smurfs 2,"$110,000,000","$71,017,784","$348,547,523"
353,03/09/2016,The Divergent Series: Allegiant,"$110,000,000","$66,184,051","$172,022,517"
354,06/12/2009,The Taking of Pelham 123,"$110,000,000","$65,452,312","$152,364,370"
355,10/25/2013,Ender's Game,"$110,000,000","$61,737,191","$127,983,283"
356,04/02/2004,Home on the Range,"$110,000,000","$50,026,353","$76,482,461"
357,06/13/1997,Speed 2: Cruise Control,"$110,000,000","$48,097,081","$150,468,000"
358,05/06/2005,Kingdom of Heaven,"$110,000,000","$47,398,413","$218,674,938"
359,03/23/2017,Ghost in the Shell,"$110,000,000","$40,563,557","$167,910,690"
360,06/16/2004,Around the World in 80 Days,"$110,000,000","$24,004,159","$72,004,159"
361,11/21/2003,The Cat in the Hat,"$109,000,000","$101,018,283","$133,818,283"
362,12/25/2001,Ali,"$109,000,000","$58,183,966","$87,683,966"
363,09/30/2015,The Martian,"$108,000,000","$228,433,663","$655,111,538"
364,11/20/2016,Allied,"$106,000,000","$40,098,064","$119,266,661"
365,07/16/2004,"I, Robot","$105,000,000","$144,801,023","$348,629,585"
366,12/17/1999,Stuart Little,"$105,000,000","$140,015,224","$298,815,224"
367,11/25/2009,The Princess and the Frog,"$105,000,000","$104,400,899","$270,997,378"
368,03/07/2008,"10,000 B.C.","$105,000,000","$94,784,201","$269,065,678"
369,07/01/2016,Ice Age: Collision Course,"$105,000,000","$64,063,008","$402,156,682"
370,04/27/2001,Town & Country,"$105,000,000","$6,712,451","$10,364,769"
371,09/19/2017,Kingsman: The Golden Circle,"$104,000,000","$100,234,838","$408,803,696"
372,06/09/2000,Gone in 60 Seconds,"$103,300,000","$101,643,008","$232,643,008"
373,05/04/2000,Gladiator,"$103,000,000","$187,683,805","$457,552,323"
374,05/23/2013,The Hangover 3,"$103,000,000","$112,200,072","$362,000,072"
375,03/09/2018,A Wrinkle in Time,"$103,000,000","$100,478,608","$133,401,882"
376,07/01/2009,Public Enemies,"$102,500,000","$97,104,620","$212,282,709"
377,11/17/2006,Casino Royale,"$102,000,000","$167,365,000","$594,420,283"
378,06/21/2002,Minority Report,"$102,000,000","$132,024,714","$358,824,714"
379,12/13/2018,Bumblebee,"$102,000,000","$127,195,589","$465,195,589"
380,10/26/2012,Cloud Atlas,"$102,000,000","$27,108,272","$130,673,154"
381,11/15/2002,Harry Potter and the Chamber of Secrets,"$100,000,000","$262,233,381","$876,508,805"
382,07/02/1991,Terminator 2: Judgment Day,"$100,000,000","$203,464,105","$515,390,883"
383,06/16/1995,Batman Forever,"$100,000,000","$184,031,112","$336,529,144"
384,07/27/2001,Planet of the Apes,"$100,000,000","$180,011,740","$362,211,740"
385,11/19/2004,National Treasure,"$100,000,000","$173,005,002","$331,323,410"
386,12/25/2012,Django Unchained,"$100,000,000","$162,805,434","$449,841,566"
387,12/25/2019,1917,"$100,000,000","$159,227,644","$366,890,181"
388,12/22/2010,Little Fockers,"$100,000,000","$148,438,600","$310,650,574"
389,07/15/1994,True Lies,"$100,000,000","$146,282,411","$365,300,000"
390,11/02/2007,American Gangster,"$100,000,000","$130,164,645","$267,985,456"
391,09/18/2009,Cloudy with a Chance of Meatballs,"$100,000,000","$124,870,275","$236,827,677"
392,08/06/2010,The Other Guys,"$100,000,000","$119,219,978","$170,936,470"
393,12/17/2004,Lemony Snicket's A Series of Unfortunate Events,"$100,000,000","$118,627,117","$212,956,024"
394,12/25/2013,The Wolf of Wall Street,"$100,000,000","$116,949,183","$389,918,903"
395,05/24/2013,Epic,"$100,000,000","$107,518,682","$262,794,441"
396,06/21/1996,Eraser,"$100,000,000","$101,295,562","$234,400,000"
397,06/21/1996,The Hunchback of Notre Dame,"$100,000,000","$100,138,851","$325,500,000"
398,12/15/2000,The Emperor's New Groove,"$100,000,000","$89,630,573","$169,630,573"
399,08/15/2012,The Expendables 2,"$100,000,000","$85,028,192","$311,979,256"
400,10/16/2009,Where the Wild Things Are,"$100,000,000","$77,233,467","$99,123,656"
401,12/15/2006,Eragon,"$100,000,000","$75,030,163","$249,488,115"
402,07/23/2014,Hercules,"$100,000,000","$72,688,614","$243,388,614"
403,12/10/2010,The Tourist,"$100,000,000","$67,631,157","$278,731,369"
404,11/24/1999,End of Days,"$100,000,000","$66,889,043","$212,026,975"
405,12/25/2019,Spies in Disguise,"$100,000,000","$66,757,013","$165,139,629"
406,06/11/2004,The Stepford Wives,"$100,000,000","$59,475,623","$96,150,482"
407,06/08/2007,Surf’s Up,"$100,000,000","$58,867,694","$145,395,745"
408,12/08/2006,Blood Diamond,"$100,000,000","$57,377,916","$171,377,916"
409,11/07/2019,Midway,"$100,000,000","$56,846,802","$126,829,063"
410,09/24/2010,Legend of the Guardians: The Owls of Ga'Hoole,"$100,000,000","$55,675,313","$139,716,717"
411,11/07/1997,Starship Troopers,"$100,000,000","$54,768,952","$121,100,000"
412,06/05/2009,Land of the Lost,"$100,000,000","$49,438,370","$69,548,641"
413,12/18/2003,Peter Pan,"$100,000,000","$48,417,850","$95,255,485"
414,03/15/2019,Wonder Park,"$100,000,000","$45,216,793","$115,112,118"
415,07/23/2004,Catwoman,"$100,000,000","$40,202,379","$82,078,046"
416,08/14/2014,The Expendables 3,"$100,000,000","$39,322,544","$209,461,378"
417,11/27/2002,Treasure Planet,"$100,000,000","$38,120,554","$91,800,000"
418,03/12/2010,Green Zone,"$100,000,000","$35,497,337","$97,523,020"
419,10/13/2017,Geostorm,"$100,000,000","$33,700,160","$220,796,009"
420,12/02/2015,Point Break,"$100,000,000","$28,782,481","$126,704,591"
421,12/17/2019,Cats,"$100,000,000","$27,166,770","$75,486,351"
422,11/26/2015,In the Heart of the Sea,"$100,000,000","$25,020,758","$89,693,309"
423,04/18/2014,Transcendence,"$100,000,000","$23,022,309","$103,039,258"
424,02/18/2005,Son of the Mask,"$100,000,000","$17,018,422","$59,918,422"
425,12/05/2018,Mortal Engines,"$100,000,000","$15,951,040","$85,480,271"
426,08/16/2002,The Adventures of Pluto Nash,"$100,000,000","$4,411,102","$7,094,995"
427,01/20/2012,Jin líng shí san chai,"$100,000,000","$311,434","$98,227,017"
428,06/12/2020,Artemis Fowl,"$100,000,000",$0,$0
429,11/05/2015,The Peanuts Movie,"$99,000,000","$130,178,411","$250,091,610"
430,02/06/2019,The LEGO Movie 2: The Second Part,"$99,000,000","$105,806,508","$190,131,036"
431,11/21/2018,Robin Hood,"$99,000,000","$30,824,628","$85,210,012"
432,05/04/2001,The Mummy Returns,"$98,000,000","$202,007,640","$435,040,395"
433,11/14/2019,Ford v. Ferrari,"$97,600,000","$117,624,357","$224,418,748"
434,12/20/2002,Gangs of New York,"$97,000,000","$77,730,500","$183,124,621"
435,05/04/2017,Alien: Covenant,"$97,000,000","$74,262,031","$238,521,247"
436,03/06/2015,Cinderella,"$95,000,000","$201,151,353","$534,551,353"
437,06/27/2012,Ice Age: Continental Drift,"$95,000,000","$161,321,843","$879,765,137"
438,12/28/2001,Black Hawk Down,"$95,000,000","$108,638,745","$159,691,085"
439,05/27/2010,Sex and the City 2,"$95,000,000","$95,347,692","$294,680,778"
440,02/12/2010,Percy Jackson & the Olympians: The Lightning Thief,"$95,000,000","$88,768,303","$223,050,874"
441,08/10/2012,The Campaign,"$95,000,000","$86,907,746","$104,907,746"
442,11/12/2010,Unstoppable,"$95,000,000","$81,562,942","$165,720,921"
443,05/09/1997,The Fifth Element,"$95,000,000","$63,570,862","$263,898,761"
444,03/31/2000,The Road to El Dorado,"$95,000,000","$50,802,661","$65,700,000"
445,12/11/2009,The Lovely Bones,"$95,000,000","$44,114,232","$94,894,448"
446,06/30/2016,Ben-Hur,"$95,000,000","$26,410,477","$91,669,648"
447,12/19/2014,Seventh Son,"$95,000,000","$17,725,785","$108,874,967"
448,05/30/2003,Finding Nemo,"$94,000,000","$380,529,370","$936,094,852"
449,12/17/2003,The Lord of the Rings: The Return of the King,"$94,000,000","$377,845,905","$1,120,214,046"
450,12/18/2002,The Lord of the Rings: The Two Towers,"$94,000,000","$342,548,984","$919,148,764"
451,06/15/2001,Lara Croft: Tomb Raider,"$94,000,000","$131,144,183","$273,330,185"
452,01/29/2015,Kingsman: The Secret Service,"$94,000,000","$128,261,724","$404,561,724"
453,12/19/2001,The Lord of the Rings: The Fellowship of the Ring,"$93,000,000","$315,544,750","$891,216,824"
454,07/18/2001,Jurassic Park III,"$93,000,000","$181,166,115","$365,900,000"
455,08/05/2011,Rise of the Planet of the Apes,"$93,000,000","$176,760,185","$470,986,200"
456,02/14/2008,The Spiderwick Chronicles,"$92,500,000","$71,195,053","$162,839,667"
457,10/22/2004,The Incredibles,"$92,000,000","$261,441,092","$631,441,092"
458,02/06/2013,A Good Day to Die Hard,"$92,000,000","$67,349,198","$304,249,198"
459,04/09/2004,The Alamo,"$92,000,000","$22,406,362","$23,911,362"
460,12/22/1995,Cutthroat Island,"$92,000,000","$10,017,322","$18,517,322"
461,12/19/2013,The Secret Life of Walter Mitty,"$91,000,000","$58,236,838","$187,861,183"
462,12/20/2017,Jumanji: Welcome to the Jungle,"$90,000,000","$404,508,916","$961,613,199"
463,07/01/1997,Men in Black,"$90,000,000","$250,690,539","$587,790,539"
464,11/19/1999,Toy Story 2,"$90,000,000","$245,852,179","$511,358,276"
465,08/03/2001,Rush Hour 2,"$90,000,000","$226,164,286","$347,425,832"
466,12/25/2009,Sherlock Holmes,"$90,000,000","$209,028,679","$498,438,212"
467,01/15/2020,Bad Boys For Life,"$90,000,000","$204,417,855","$424,536,881"
468,07/01/2009,Ice Age: Dawn of the Dinosaurs,"$90,000,000","$196,573,705","$886,686,817"
469,12/12/2018,Spider-Man: Into The Spider-Verse 3D,"$90,000,000","$190,173,195","$375,819,800"
470,07/21/2000,What Lies Beneath,"$90,000,000","$155,464,351","$288,693,989"
471,02/13/2020,Sonic The Hedgehog,"$90,000,000","$146,066,470","$304,962,094"
472,04/08/2011,Rio,"$90,000,000","$143,619,809","$487,519,809"
473,07/24/2019,Once Upon a Time…in Hollywood,"$90,000,000","$142,502,728","$377,562,039"
474,10/06/2006,The Departed,"$90,000,000","$132,384,315","$289,660,619"
475,11/03/2000,Charlie's Angels,"$90,000,000","$125,305,545","$259,736,090"
476,06/19/1998,Mulan,"$90,000,000","$120,620,254","$303,500,000"
477,08/13/2008,Tropic Thunder,"$90,000,000","$110,515,313","$191,145,256"
478,12/20/2011,The Girl with the Dragon Tattoo,"$90,000,000","$102,515,793","$239,373,970"
479,07/11/1997,Contact,"$90,000,000","$100,920,329","$165,900,000"
480,06/06/2008,You Don't Mess With the Zohan,"$90,000,000","$100,018,837","$202,910,991"
481,05/19/1995,Die Hard: With a Vengeance,"$90,000,000","$100,012,499","$366,101,666"
482,09/12/2016,The Magnificent Seven,"$90,000,000","$93,432,655","$162,136,124"
483,12/18/2015,Alvin and the Chipmunks: The Road Chip,"$90,000,000","$85,886,987","$249,517,956"
484,06/08/2001,Atlantis: The Lost Empire,"$90,000,000","$84,052,762","$186,049,020"
485,12/25/2008,Valkyrie,"$90,000,000","$83,107,829","$203,932,174"
486,07/16/2015,Pixels,"$90,000,000","$78,765,986","$244,041,804"
487,06/29/2001,Artificial Intelligence: AI,"$90,000,000","$78,616,689","$235,900,000"
488,11/26/2003,The Haunted Mansion,"$90,000,000","$75,817,994","$155,750,628"
489,08/04/2000,Hollow Man,"$90,000,000","$73,209,340","$191,200,000"
490,04/22/2005,The Interpreter,"$90,000,000","$72,708,161","$162,753,837"
491,08/07/2013,Percy Jackson: Sea of Monsters,"$90,000,000","$68,559,554","$200,859,554"
492,07/25/2003,Lara Croft: Tomb Raider: The Cradle of Life,"$90,000,000","$65,653,758","$157,092,943"
493,05/27/2016,Now You See Me 2,"$90,000,000","$65,075,540","$328,325,007"
494,11/21/2001,Spy Game,"$90,000,000","$62,362,560","$143,049,560"
495,04/04/1997,The Saint,"$90,000,000","$61,363,304","$169,400,000"
496,03/10/2000,Mission to Mars,"$90,000,000","$60,874,615","$106,000,000"
497,03/06/2018,Tomb Raider,"$90,000,000","$58,250,803","$273,477,501"
498,12/17/1999,Bicentennial Man,"$90,000,000","$58,220,776","$87,420,776"
499,07/07/2004,King Arthur,"$90,000,000","$51,877,963","$203,653,524"
500,04/25/1997,Volcano,"$90,000,000","$47,546,796","$120,100,000"
501,03/26/1997,The Devil's Own,"$90,000,000","$42,885,593","$140,900,000"
502,07/19/2002,K-19: The Widowmaker,"$90,000,000","$35,168,966","$65,716,126"
503,08/19/2011,Conan the Barbarian,"$90,000,000","$21,295,021","$63,356,133"
504,10/21/2011,The Three Musketeers,"$90,000,000","$20,377,913","$139,877,913"
505,04/21/2017,The Promise,"$90,000,000","$8,224,288","$10,551,417"
506,11/24/2010,The Nutcracker in 3D,"$90,000,000","$195,459","$20,466,016"
507,12/13/2017,Bright,"$90,000,000",$0,$0
508,05/10/1996,Twister,"$88,000,000","$241,688,385","$495,700,000"
509,06/03/2005,Cinderella Man,"$88,000,000","$61,649,911","$105,021,488"
510,09/11/2018,The Predator,"$88,000,000","$51,024,708","$159,487,563"
511,07/08/2005,Fantastic Four,"$87,500,000","$154,696,080","$333,132,750"
512,02/09/2001,Hannibal,"$87,000,000","$165,092,266","$350,100,280"
513,07/25/2003,Seabiscuit,"$86,000,000","$120,277,854","$148,715,342"
514,12/22/2000,Cast Away,"$85,000,000","$233,632,142","$427,230,516"
515,11/17/2006,Happy Feet,"$85,000,000","$198,000,317","$385,000,317"
516,12/07/2001,Ocean's Eleven,"$85,000,000","$183,417,150","$450,728,529"
517,07/23/2004,The Bourne Supremacy,"$85,000,000","$176,087,450","$311,001,124"
518,07/25/1997,Air Force One,"$85,000,000","$172,956,409","$315,268,353"
519,04/03/2009,Fast & Furious,"$85,000,000","$155,064,265","$359,347,833"
520,03/14/2008,Horton Hears a Who,"$85,000,000","$154,529,439","$299,477,886"
521,03/21/2014,Divergent,"$85,000,000","$150,947,895","$276,014,965"
522,09/27/2012,Hotel Transylvania,"$85,000,000","$148,313,048","$378,659,142"
523,04/03/2019,Shazam!,"$85,000,000","$140,371,656","$363,664,533"
524,11/21/2007,Enchanted,"$85,000,000","$127,706,877","$340,384,141"
525,02/08/2012,Safe House,"$85,000,000","$126,181,630","$207,884,401"
526,07/20/2007,I Now Pronounce You Chuck and Larry,"$85,000,000","$119,725,280","$185,708,462"
527,06/08/2007,Ocean's Thirteen,"$85,000,000","$117,144,465","$311,744,465"
528,12/25/2009,It’s Complicated,"$85,000,000","$112,735,375","$224,614,744"
529,11/20/1998,Enemy of the State,"$85,000,000","$111,549,836","$250,649,836"
530,09/29/2006,Open Season,"$85,000,000","$85,105,259","$191,932,158"
531,11/04/2011,Tower Heist,"$85,000,000","$78,046,570","$150,422,946"
532,11/22/2000,102 Dalmatians,"$85,000,000","$66,941,559","$66,941,559"
533,03/15/2012,Mirror Mirror,"$85,000,000","$64,935,167","$173,613,482"
534,12/08/2006,The Holiday,"$85,000,000","$63,280,000","$205,190,324"
535,06/15/2006,The Fast and the Furious: Tokyo Drift,"$85,000,000","$62,615,510","$157,794,205"
536,12/09/2005,Memoirs of a Geisha,"$85,000,000","$57,010,853","$161,510,853"
537,03/16/2001,Enemy at the Gates,"$85,000,000","$51,396,781","$96,971,293"
538,06/18/1993,Last Action Hero,"$85,000,000","$50,016,394","$137,298,489"
539,09/26/2003,The Rundown,"$85,000,000","$47,641,743","$80,831,893"
540,11/11/2011,Arthur Christmas,"$85,000,000","$46,462,469","$148,947,564"
541,01/19/2017,xXx: Return of Xander Cage,"$85,000,000","$44,898,413","$345,033,359"
542,11/13/1998,Meet Joe Black,"$85,000,000","$44,650,003","$44,650,003"
543,07/30/2010,Cats & Dogs: The Revenge of Kitty Galore,"$85,000,000","$43,585,753","$113,026,383"
544,02/08/2002,Collateral Damage,"$85,000,000","$40,048,332","$78,353,508"
545,03/15/2002,Showtime,"$85,000,000","$37,948,765","$78,948,765"
546,06/30/1995,Judge Dredd,"$85,000,000","$34,687,912","$113,487,912"
547,03/02/2007,Zodiac,"$85,000,000","$33,080,084","$83,080,084"
548,08/13/2010,Scott Pilgrim vs. The World,"$85,000,000","$32,841,100","$49,286,548"
549,03/28/2003,The Core,"$85,000,000","$31,111,260","$74,120,792"
550,05/09/1997,Father's Day,"$85,000,000","$28,681,080","$35,681,080"
551,12/11/2017,The Greatest Showman,"$84,000,000","$174,340,174","$435,627,917"
552,06/14/2002,Scooby-Doo,"$84,000,000","$153,294,164","$276,294,164"
553,07/28/2000,Nutty Professor II: The Klumps,"$84,000,000","$123,307,945","$166,307,945"
554,07/19/2013,RED 2,"$84,000,000","$53,262,560","$141,507,355"
555,06/23/2006,Click,"$82,500,000","$137,355,633","$237,685,089"
556,12/15/2006,Charlotte\'s Web,"$82,500,000","$82,985,708","$143,985,708"
557,02/14/2008,Jumper,"$82,500,000","$80,172,128","$222,640,812"
558,07/11/2008,Hellboy II: The Golden Army,"$82,500,000","$75,986,503","$160,388,063"
559,05/27/2005,The Longest Yard,"$82,000,000","$158,119,460","$191,558,505"
560,08/13/2010,The Expendables,"$82,000,000","$103,068,524","$268,268,174"
561,02/05/2020,Birds of Prey (And the Fantabulous Emancipation…,"$82,000,000","$84,158,461","$201,852,140"
562,11/17/2000,The 6th Day,"$82,000,000","$34,543,701","$96,024,898"
563,05/23/2003,Bruce Almighty,"$81,000,000","$242,704,995","$484,468,608"
564,03/08/2012,The Hunger Games,"$80,000,000","$408,010,692","$677,923,379"
565,05/26/2011,The Hangover Part II,"$80,000,000","$254,464,305","$586,764,305"
566,05/21/1996,Mission: Impossible,"$80,000,000","$180,981,886","$457,697,994"
567,02/02/2017,The Lego Batman Movie,"$80,000,000","$175,750,384","$310,570,560"
568,09/23/2015,Hotel Transylvania 2,"$80,000,000","$169,700,110","$469,500,298"
569,06/18/1992,Batman Returns,"$80,000,000","$162,833,635","$266,824,291"
570,05/24/2019,The Secret Life of Pets 2,"$80,000,000","$158,874,395","$446,275,086"
571,05/07/1999,The Mummy,"$80,000,000","$155,385,488","$416,385,488"
572,05/19/2006,Over the Hedge,"$80,000,000","$155,019,340","$343,397,247"
573,06/21/2002,Lilo & Stitch,"$80,000,000","$145,771,527","$245,800,000"
574,05/08/1998,Deep Impact,"$80,000,000","$140,464,664","$349,464,664"
575,07/12/2013,Grown Ups 2,"$80,000,000","$133,668,525","$247,023,808"
