m,TagName,
"2016-11-01 00:00:00","java","15648"
"2016-11-01 00:00:00","javascript","20514"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","php","11950"
"2016-11-01 00:00:00","python","14182"
"2016-11-01 00:00:00","r","3559"
"2016-11-01 00:00:00","ruby","1757"
"2016-11-01 00:00:00","swift","4363"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","c","2797"
"2016-12-01 00:00:00","c#","10687"
"2016-12-01 00:00:00","c++","5231"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","go","496"
"2016-12-01 00:00:00","java","13848"
"2016-12-01 00:00:00","javascript","19806"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","php","11480"
"2016-12-01 00:00:00","python","13052"
"2016-12-01 00:00:00","r","3151"
"2016-12-01 00:00:00","ruby","1627"
"2016-12-01 00:00:00","swift","3931"
"2017-01-01 00:00:00","assembly","305"
"2017-01-01 00:00:00","c","2758"
"2017-01-01 00:00:00","c#","11694"
"2017-01-01 00:00:00","c++","5650"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","559"
"2017-01-01 00:00:00","java","14574"
"2017-01-01 00:00:00","javascript","21403"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","php","12626"
"2017-01-01 00:00:00","python","14273"
"2017-01-01 00:00:00","r","3490"
"2017-01-01 00:00:00","ruby","1822"
"2017-01-01 00:00:00","swift","4338"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2726"
"2017-02-01 00:00:00","c#","11489"
"2017-02-01 00:00:00","c++","5169"
"2017-02-01 00:00:00","delphi","303"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","java","14565"
"2017-02-01 00:00:00","javascript","21182"
"2017-02-01 00:00:00","perl","402"
"2017-02-01 00:00:00","php","12502"
"2017-02-01 00:00:00","python","14777"
"2017-02-01 00:00:00","r","3679"
"2017-02-01 00:00:00","ruby","1627"
"2017-02-01 00:00:00","swift","4059"
"2017-03-01 00:00:00","assembly","374"
"2017-03-01 00:00:00","c","2969"
"2017-03-01 00:00:00","c#","12988"
"2017-03-01 00:00:00","c++","6223"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","652"
"2017-03-01 00:00:00","java","17309"
"2017-03-01 00:00:00","javascript","23712"
"2017-03-01 00:00:00","perl","412"
"2017-03-01 00:00:00","php","14064"
"2017-03-01 00:00:00","python","17123"
"2017-03-01 00:00:00","r","4603"
"2017-03-01 00:00:00","ruby","1789"
"2017-03-01 00:00:00","swift","4614"
"2017-04-01 00:00:00","assembly","317"
"2017-04-01 00:00:00","c","2855"
"2017-04-01 00:00:00","c#","11090"
"2017-04-01 00:00:00","c++","5877"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","go","508"
"2017-04-01 00:00:00","java","15934"
"2017-04-01 00:00:00","javascript","21233"
"2017-04-01 00:00:00","perl","371"
"2017-04-01 00:00:00","php","12415"
"2017-04-01 00:00:00","python","15646"
"2017-04-01 00:00:00","r","4266"
"2017-04-01 00:00:00","ruby","1488"
"2017-04-01 00:00:00","swift","3914"
"2017-05-01 00:00:00","assembly","348"
"2017-05-01 00:00:00","c","2743"
"2017-05-01 00:00:00","c#","11980"
"2017-05-01 00:00:00","c++","5301"
"2017-05-01 00:00:00","delphi","320"
"2017-05-01 00:00:00","go","584"
"2017-05-01 00:00:00","java","16340"
"2017-05-01 00:00:00","javascript","22387"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","php","13043"
"2017-05-01 00:00:00","python","16180"
"2017-05-01 00:00:00","r","4318"
"2017-05-01 00:00:00","ruby","1519"
"2017-05-01 00:00:00","swift","4096"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c","2352"
"2017-06-01 00:00:00","c#","11302"
"2017-06-01 00:00:00","c++","4689"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","go","573"
"2017-06-01 00:00:00","java","14623"
"2017-06-01 00:00:00","javascript","21576"
"2017-06-01 00:00:00","perl","315"
"2017-06-01 00:00:00","php","11753"
"2017-06-01 00:00:00","python","16024"
"2017-06-01 00:00:00","r","4448"
"2017-06-01 00:00:00","ruby","1416"
"2017-06-01 00:00:00","swift","4198"
"2017-07-01 00:00:00","assembly","221"
"2017-07-01 00:00:00","c","2050"
"2017-07-01 00:00:00","c#","11204"
"2017-07-01 00:00:00","c++","5024"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","go","656"
"2017-07-01 00:00:00","java","14144"
"2017-07-01 00:00:00","javascript","21607"
"2017-07-01 00:00:00","perl","332"
"2017-07-01 00:00:00","php","11778"
"2017-07-01 00:00:00","python","16911"
"2017-07-01 00:00:00","r","4583"
"2017-07-01 00:00:00","ruby","1521"
"2017-07-01 00:00:00","swift","4348"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c","2045"
"2017-08-01 00:00:00","c#","10952"
"2017-08-01 00:00:00","c++","4789"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","go","608"
"2017-08-01 00:00:00","java","13754"
"2017-08-01 00:00:00","javascript","21348"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","php","11646"
"2017-08-01 00:00:00","python","16456"
"2017-08-01 00:00:00","r","4571"
"2017-08-01 00:00:00","ruby","1393"
"2017-08-01 00:00:00","swift","4178"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2101"
"2017-09-01 00:00:00","c#","9873"
"2017-09-01 00:00:00","c++","4470"
"2017-09-01 00:00:00","delphi","261"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","java","12754"
"2017-09-01 00:00:00","javascript","18995"
"2017-09-01 00:00:00","perl","297"
"2017-09-01 00:00:00","php","10690"
"2017-09-01 00:00:00","python","15450"
"2017-09-01 00:00:00","r","4222"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","swift","3770"
"2017-10-01 00:00:00","assembly","332"
"2017-10-01 00:00:00","c","2785"
"2017-10-01 00:00:00","c#","10234"
"2017-10-01 00:00:00","c++","5218"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","615"
"2017-10-01 00:00:00","java","14011"
"2017-10-01 00:00:00","javascript","19860"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10827"
"2017-10-01 00:00:00","python","16935"
"2017-10-01 00:00:00","r","4544"
"2017-10-01 00:00:00","ruby","1298"
"2017-10-01 00:00:00","swift","3902"
"2017-11-01 00:00:00","assembly","383"
"2017-11-01 00:00:00","c","2951"
"2017-11-01 00:00:00","c#","9794"
"2017-11-01 00:00:00","c++","5035"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","go","653"
"2017-11-01 00:00:00","java","14177"
"2017-11-01 00:00:00","javascript","19403"
"2017-11-01 00:00:00","perl","265"
"2017-11-01 00:00:00","php","10601"
"2017-11-01 00:00:00","python","16981"
"2017-11-01 00:00:00","r","4507"
"2017-11-01 00:00:00","ruby","1175"
"2017-11-01 00:00:00","swift","3667"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2197"
"2017-12-01 00:00:00","c#","8612"
"2017-12-01 00:00:00","c++","4458"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","go","525"
"2017-12-01 00:00:00","java","11978"
"2017-12-01 00:00:00","javascript","16971"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9133"
"2017-12-01 00:00:00","python","14939"
"2017-12-01 00:00:00","r","3716"
"2017-12-01 00:00:00","ruby","1018"
"2017-12-01 00:00:00","swift","3201"
"2018-01-01 00:00:00","assembly","252"
"2018-01-01 00:00:00","c","2219"
"2018-01-01 00:00:00","c#","9377"
"2018-01-01 00:00:00","c++","4757"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","542"
"2018-01-01 00:00:00","java","12348"
"2018-01-01 00:00:00","javascript","18906"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10118"
"2018-01-01 00:00:00","python","16244"
"2018-01-01 00:00:00","r","4198"
"2018-01-01 00:00:00","ruby","1161"
"2018-01-01 00:00:00","swift","3746"
"2018-02-01 00:00:00","assembly","283"
"2018-02-01 00:00:00","c","2147"
"2018-02-01 00:00:00","c#","8582"
"2018-02-01 00:00:00","c++","4570"
"2018-02-01 00:00:00","delphi","213"
"2018-02-01 00:00:00","go","582"
"2018-02-01 00:00:00","java","12031"
"2018-02-01 00:00:00","javascript","17215"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","php","9124"
"2018-02-01 00:00:00","python","16311"
"2018-02-01 00:00:00","r","4507"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","swift","3406"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2468"
"2018-03-01 00:00:00","c#","9791"
"2018-03-01 00:00:00","c++","5186"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","604"
"2018-03-01 00:00:00","java","13564"
"2018-03-01 00:00:00","javascript","19156"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9827"
"2018-03-01 00:00:00","python","17905"
"2018-03-01 00:00:00","r","5104"
"2018-03-01 00:00:00","ruby","1062"
"2018-03-01 00:00:00","swift","4055"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2189"
"2018-04-01 00:00:00","c#","9237"
"2018-04-01 00:00:00","c++","4663"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","go","619"
"2018-04-01 00:00:00","java","13490"
"2018-04-01 00:00:00","javascript","17956"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8927"
"2018-04-01 00:00:00","python","16977"
"2018-04-01 00:00:00","r","4733"
"2018-04-01 00:00:00","ruby","988"
"2018-04-01 00:00:00","swift","3572"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","c","2367"
"2018-05-01 00:00:00","c#","9928"
"2018-05-01 00:00:00","c++","4686"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","632"
"2018-05-01 00:00:00","java","13476"
"2018-05-01 00:00:00","javascript","18064"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9470"
"2018-05-01 00:00:00","python","17570"
"2018-05-01 00:00:00","r","4734"
"2018-05-01 00:00:00","ruby","1034"
"2018-05-01 00:00:00","swift","3619"
"2018-06-01 00:00:00","assembly","206"
"2018-06-01 00:00:00","c","1836"
"2018-06-01 00:00:00","c#","8789"
"2018-06-01 00:00:00","c++","4098"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","675"
"2018-06-01 00:00:00","java","11792"
"2018-06-01 00:00:00","javascript","17184"
"2018-06-01 00:00:00","perl","239"
"2018-06-01 00:00:00","php","8432"
"2018-06-01 00:00:00","python","16805"
"2018-06-01 00:00:00","r","4487"
"2018-06-01 00:00:00","ruby","991"
"2018-06-01 00:00:00","swift","3145"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1600"
"2018-07-01 00:00:00","c#","9407"
"2018-07-01 00:00:00","c++","3914"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","692"
"2018-07-01 00:00:00","java","11758"
"2018-07-01 00:00:00","javascript","17798"
"2018-07-01 00:00:00","perl","245"
"2018-07-01 00:00:00","php","8555"
"2018-07-01 00:00:00","python","17931"
"2018-07-01 00:00:00","r","4406"
"2018-07-01 00:00:00","ruby","941"
"2018-07-01 00:00:00","swift","3673"
"2018-08-01 00:00:00","assembly","177"
"2018-08-01 00:00:00","c","1681"
"2018-08-01 00:00:00","c#","9483"
"2018-08-01 00:00:00","c++","3903"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","707"
"2018-08-01 00:00:00","java","11305"
"2018-08-01 00:00:00","javascript","17853"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8480"
"2018-08-01 00:00:00","python","17721"
"2018-08-01 00:00:00","r","4107"
"2018-08-01 00:00:00","ruby","879"
"2018-08-01 00:00:00","swift","3572"
"2018-09-01 00:00:00","assembly","255"
"2018-09-01 00:00:00","c","1838"
"2018-09-01 00:00:00","c#","8357"
"2018-09-01 00:00:00","c++","3739"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","676"
"2018-09-01 00:00:00","java","10720"
"2018-09-01 00:00:00","javascript","16006"
"2018-09-01 00:00:00","perl","206"
"2018-09-01 00:00:00","php","7662"
"2018-09-01 00:00:00","python","15987"
"2018-09-01 00:00:00","r","3759"
"2018-09-01 00:00:00","ruby","779"
"2018-09-01 00:00:00","swift","3140"
"2018-10-01 00:00:00","assembly","322"
"2018-10-01 00:00:00","c","2449"
"2018-10-01 00:00:00","c#","9331"
"2018-10-01 00:00:00","c++","4312"
"2018-10-01 00:00:00","delphi","223"
"2018-10-01 00:00:00","go","793"
"2018-10-01 00:00:00","java","12498"
"2018-10-01 00:00:00","javascript","17404"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","php","8157"
"2018-10-01 00:00:00","python","18135"
"2018-10-01 00:00:00","r","4358"
"2018-10-01 00:00:00","ruby","898"
"2018-10-01 00:00:00","swift","3272"
"2018-11-01 00:00:00","assembly","302"
"2018-11-01 00:00:00","c","2522"
"2018-11-01 00:00:00","c#","8472"
"2018-11-01 00:00:00","c++","4344"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","717"
"2018-11-01 00:00:00","java","11706"
"2018-11-01 00:00:00","javascript","16168"
"2018-11-01 00:00:00","perl","238"
"2018-11-01 00:00:00","php","7081"
"2018-11-01 00:00:00","python","18002"
"2018-11-01 00:00:00","r","4233"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","swift","2979"
"2018-12-01 00:00:00","assembly","220"
"2018-12-01 00:00:00","c","2194"
"2018-12-01 00:00:00","c#","7542"
"2018-12-01 00:00:00","c++","3558"
"2018-12-01 00:00:00","delphi","175"
"2018-12-01 00:00:00","go","657"
"2018-12-01 00:00:00","java","10442"
"2018-12-01 00:00:00","javascript","14271"
"2018-12-01 00:00:00","perl","221"
"2018-12-01 00:00:00","php","6203"
"2018-12-01 00:00:00","python","15722"
"2018-12-01 00:00:00","r","3400"
"2018-12-01 00:00:00","ruby","808"
"2018-12-01 00:00:00","swift","2783"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2287"
"2019-01-01 00:00:00","c#","8747"
"2019-01-01 00:00:00","c++","3904"
"2019-01-01 00:00:00","delphi","215"
"2019-01-01 00:00:00","go","660"
"2019-01-01 00:00:00","java","11022"
"2019-01-01 00:00:00","javascript","16011"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","php","7173"
"2019-01-01 00:00:00","python","16935"
"2019-01-01 00:00:00","r","3946"
"2019-01-01 00:00:00","ruby","916"
"2019-01-01 00:00:00","swift","2909"
"2019-02-01 00:00:00","assembly","226"
"2019-02-01 00:00:00","c","2055"
"2019-02-01 00:00:00","c#","8352"
"2019-02-01 00:00:00","c++","3735"
"2019-02-01 00:00:00","delphi","189"
"2019-02-01 00:00:00","go","628"
"2019-02-01 00:00:00","java","10991"
"2019-02-01 00:00:00","javascript","15687"
"2019-02-01 00:00:00","perl","252"
"2019-02-01 00:00:00","php","7281"
"2019-02-01 00:00:00","python","17513"
"2019-02-01 00:00:00","r","4253"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","swift","2685"
"2019-03-01 00:00:00","assembly","274"
"2019-03-01 00:00:00","c","2381"
"2019-03-01 00:00:00","c#","8955"
"2019-03-01 00:00:00","c++","4423"
"2019-03-01 00:00:00","delphi","186"
"2019-03-01 00:00:00","go","723"
"2019-03-01 00:00:00","java","12044"
"2019-03-01 00:00:00","javascript","17319"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7784"
"2019-03-01 00:00:00","python","19891"
"2019-03-01 00:00:00","r","4494"
"2019-03-01 00:00:00","ruby","843"
"2019-03-01 00:00:00","swift","2951"
"2019-04-01 00:00:00","assembly","305"
"2019-04-01 00:00:00","c","2428"
"2019-04-01 00:00:00","c#","9121"
"2019-04-01 00:00:00","c++","4376"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","652"
"2019-04-01 00:00:00","java","11166"
"2019-04-01 00:00:00","javascript","16164"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","php","7157"
"2019-04-01 00:00:00","python","19812"
"2019-04-01 00:00:00","r","4599"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3079"
"2019-05-01 00:00:00","assembly","237"
"2019-05-01 00:00:00","c","2096"
"2019-05-01 00:00:00","c#","9022"
"2019-05-01 00:00:00","c++","4122"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","go","674"
"2019-05-01 00:00:00","java","11097"
"2019-05-01 00:00:00","javascript","16135"
"2019-05-01 00:00:00","perl","222"
"2019-05-01 00:00:00","php","6947"
"2019-05-01 00:00:00","python","18894"
"2019-05-01 00:00:00","r","4292"
"2019-05-01 00:00:00","ruby","759"
"2019-05-01 00:00:00","swift","3104"
"2019-06-01 00:00:00","assembly","200"
"2019-06-01 00:00:00","c","1724"
"2019-06-01 00:00:00","c#","7603"
"2019-06-01 00:00:00","c++","3642"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","527"
"2019-06-01 00:00:00","java","9635"
"2019-06-01 00:00:00","javascript","14806"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","php","6006"
"2019-06-01 00:00:00","python","17225"
"2019-06-01 00:00:00","r","3950"
"2019-06-01 00:00:00","ruby","703"
"2019-06-01 00:00:00","swift","3088"
"2019-07-01 00:00:00","assembly","188"
"2019-07-01 00:00:00","c","1756"
"2019-07-01 00:00:00","c#","8442"
"2019-07-01 00:00:00","c++","4262"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","629"
"2019-07-01 00:00:00","java","10827"
"2019-07-01 00:00:00","javascript","16146"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","php","6660"
"2019-07-01 00:00:00","python","19747"
"2019-07-01 00:00:00","r","4203"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","swift","3038"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1552"
"2019-08-01 00:00:00","c#","7707"
"2019-08-01 00:00:00","c++","3291"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","632"
"2019-08-01 00:00:00","java","9083"
"2019-08-01 00:00:00","javascript","15217"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5810"
"2019-08-01 00:00:00","python","18034"
"2019-08-01 00:00:00","r","3951"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","swift","2540"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","2006"
"2019-09-01 00:00:00","c#","7838"
"2019-09-01 00:00:00","c++","3779"
"2019-09-01 00:00:00","delphi","146"
"2019-09-01 00:00:00","go","621"
"2019-09-01 00:00:00","java","9680"
"2019-09-01 00:00:00","javascript","14881"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5568"
"2019-09-01 00:00:00","python","16872"
"2019-09-01 00:00:00","r","3939"
"2019-09-01 00:00:00","ruby","718"
"2019-09-01 00:00:00","swift","2554"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c","2477"
"2019-10-01 00:00:00","c#","8410"
"2019-10-01 00:00:00","c++","4840"
"2019-10-01 00:00:00","delphi","152"
"2019-10-01 00:00:00","go","637"
"2019-10-01 00:00:00","java","11211"
"2019-10-01 00:00:00","javascript","15976"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","php","6064"
"2019-10-01 00:00:00","python","20445"
"2019-10-01 00:00:00","r","4385"
"2019-10-01 00:00:00","ruby","850"
"2019-10-01 00:00:00","swift","3097"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2514"
"2019-11-01 00:00:00","c#","8019"
"2019-11-01 00:00:00","c++","4729"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","go","604"
"2019-11-01 00:00:00","java","10326"
"2019-11-01 00:00:00","javascript","15746"
"2019-11-01 00:00:00","perl","223"
"2019-11-01 00:00:00","php","6083"
"2019-11-01 00:00:00","python","20605"
"2019-11-01 00:00:00","r","4290"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2880"
"2019-12-01 00:00:00","assembly","248"
"2019-12-01 00:00:00","c","2147"
"2019-12-01 00:00:00","c#","7206"
"2019-12-01 00:00:00","c++","4203"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","go","617"
"2019-12-01 00:00:00","java","9036"
"2019-12-01 00:00:00","javascript","14310"
"2019-12-01 00:00:00","perl","158"
"2019-12-01 00:00:00","php","5231"
"2019-12-01 00:00:00","python","18111"
"2019-12-01 00:00:00","r","3743"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2663"
"2020-01-01 00:00:00","assembly","229"
"2020-01-01 00:00:00","c","2051"
"2020-01-01 00:00:00","c#","7811"
"2020-01-01 00:00:00","c++","4238"
"2020-01-01 00:00:00","delphi","165"
"2020-01-01 00:00:00","go","650"
"2020-01-01 00:00:00","java","9966"
"2020-01-01 00:00:00","javascript","16025"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5902"
"2020-01-01 00:00:00","python","19983"
"2020-01-01 00:00:00","r","4149"
"2020-01-01 00:00:00","ruby","764"
"2020-01-01 00:00:00","swift","2898"
"2020-02-01 00:00:00","assembly","273"
"2020-02-01 00:00:00","c","1981"
"2020-02-01 00:00:00","c#","7719"
"2020-02-01 00:00:00","c++","4095"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","664"
"2020-02-01 00:00:00","java","10049"
"2020-02-01 00:00:00","javascript","15740"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","php","5686"
"2020-02-01 00:00:00","python","20052"
"2020-02-01 00:00:00","r","4685"
"2020-02-01 00:00:00","ruby","653"
"2020-02-01 00:00:00","swift","2761"
"2020-03-01 00:00:00","assembly","294"
"2020-03-01 00:00:00","c","2489"
"2020-03-01 00:00:00","c#","7786"
"2020-03-01 00:00:00","c++","4646"
"2020-03-01 00:00:00","delphi","168"
"2020-03-01 00:00:00","go","653"
"2020-03-01 00:00:00","java","11061"
"2020-03-01 00:00:00","javascript","17578"
"2020-03-01 00:00:00","perl","199"
"2020-03-01 00:00:00","php","5677"
"2020-03-01 00:00:00","python","22713"
"2020-03-01 00:00:00","r","5123"
"2020-03-01 00:00:00","ruby","711"
"2020-03-01 00:00:00","swift","2912"
"2020-04-01 00:00:00","assembly","378"
"2020-04-01 00:00:00","c","3253"
"2020-04-01 00:00:00","c#","8583"
"2020-04-01 00:00:00","c++","6229"
"2020-04-01 00:00:00","delphi","232"
"2020-04-01 00:00:00","go","796"
"2020-04-01 00:00:00","java","12633"
"2020-04-01 00:00:00","javascript","20918"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6657"
"2020-04-01 00:00:00","python","27652"
"2020-04-01 00:00:00","r","6173"
"2020-04-01 00:00:00","ruby","768"
"2020-04-01 00:00:00","swift","3453"
"2020-05-01 00:00:00","assembly","358"
"2020-05-01 00:00:00","c","3376"
"2020-05-01 00:00:00","c#","8600"
"2020-05-01 00:00:00","c++","6423"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","757"
"2020-05-01 00:00:00","java","12033"
"2020-05-01 00:00:00","javascript","21494"
"2020-05-01 00:00:00","perl","214"
"2020-05-01 00:00:00","php","6539"
"2020-05-01 00:00:00","python","29486"
"2020-05-01 00:00:00","r","6014"
"2020-05-01 00:00:00","ruby","696"
"2020-05-01 00:00:00","swift","3526"
"2020-06-01 00:00:00","assembly","328"
"2020-06-01 00:00:00","c","2597"
"2020-06-01 00:00:00","c#","7904"
"2020-06-01 00:00:00","c++","5633"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","707"
"2020-06-01 00:00:00","java","10835"
"2020-06-01 00:00:00","javascript","19848"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5936"
"2020-06-01 00:00:00","python","27137"
"2020-06-01 00:00:00","r","5435"
"2020-06-01 00:00:00","ruby","614"
"2020-06-01 00:00:00","swift","3170"
"2020-07-01 00:00:00","assembly","275"
"2020-07-01 00:00:00","c","2101"
"2020-07-01 00:00:00","c#","7823"
"2020-07-01 00:00:00","c++","5173"
"2020-07-01 00:00:00","delphi","194"
"2020-07-01 00:00:00","go","645"
"2020-07-01 00:00:00","java","10457"
"2020-07-01 00:00:00","javascript","19915"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5956"
"2020-07-01 00:00:00","python","26289"
"2020-07-01 00:00:00","r","4942"
"2020-07-01 00:00:00","ruby","698"
"2020-07-01 00:00:00","swift","2993"
"2020-08-01 00:00:00","assembly","266"
"2020-08-01 00:00:00","c","1897"
"2020-08-01 00:00:00","c#","7075"
"2020-08-01 00:00:00","c++","4788"
"2020-08-01 00:00:00","delphi","182"
"2020-08-01 00:00:00","go","714"
"2020-08-01 00:00:00","java","9329"
"2020-08-01 00:00:00","javascript","18066"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4997"
"2020-08-01 00:00:00","python","23081"
"2020-08-01 00:00:00","r","4498"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2686"
"2020-09-01 00:00:00","assembly","296"
"2020-09-01 00:00:00","c","2164"
"2020-09-01 00:00:00","c#","6467"
"2020-09-01 00:00:00","c++","3927"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","732"
"2020-09-01 00:00:00","java","8957"
"2020-09-01 00:00:00","javascript","16791"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4788"
"2020-09-01 00:00:00","python","21778"
"2020-09-01 00:00:00","r","4762"
"2020-09-01 00:00:00","ruby","515"
"2020-09-01 00:00:00","swift","2575"
"2020-10-01 00:00:00","assembly","346"
"2020-10-01 00:00:00","c","2387"
"2020-10-01 00:00:00","c#","6210"
"2020-10-01 00:00:00","c++","4337"
"2020-10-01 00:00:00","delphi","181"
"2020-10-01 00:00:00","go","591"
"2020-10-01 00:00:00","java","8959"
"2020-10-01 00:00:00","javascript","16457"
"2020-10-01 00:00:00","perl","172"
"2020-10-01 00:00:00","php","4592"
"2020-10-01 00:00:00","python","22830"
"2020-10-01 00:00:00","r","5071"
"2020-10-01 00:00:00","ruby","493"
"2020-10-01 00:00:00","swift","2349"
"2020-11-01 00:00:00","assembly","375"
"2020-11-01 00:00:00","c","2711"
"2020-11-01 00:00:00","c#","5993"
"2020-11-01 00:00:00","c++","4340"
"2020-11-01 00:00:00","delphi","194"
"2020-11-01 00:00:00","go","532"
"2020-11-01 00:00:00","java","8506"
"2020-11-01 00:00:00","javascript","15556"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4637"
"2020-11-01 00:00:00","python","22236"
"2020-11-01 00:00:00","r","4809"
"2020-11-01 00:00:00","ruby","502"
"2020-11-01 00:00:00","swift","2166"
"2020-12-01 00:00:00","assembly","297"
